movie_title,content_rating
Fast Five,PG-13
Fast Times at Ridgemont High,X
Faster,R
Fat Albert,PG
Fatal Attraction,R
Fateless,R
Fear Clinic,R
Fear and Loathing in Las Vegas,R
Feardotcom,R
Feast,R
Felicia's Journey,PG-13
Femme Fatale,R
Fever Pitch,PG-13
Fiddler on the Roof,G
Fido,R
Fifty Dead Men Walking,R
Fifty Shades of Black,R
Fifty Shades of Grey,R
Fight Club,R
Fight to the Finish,PG-13
Fighting Tommy Riley,R
Filly Brown,R
Final Destination,R
Final Destination 2,R
Final Destination 3,R
Final Destination 5,R
Final Fantasy: The Spirits Within,PG-13
Find Me Guilty,R
Finding Forrester,PG-13
Finding Nemo,G
Finding Neverland,PG
Finishing the Game: The Search for a New Bruce Lee,Not Rated
Firefox,PG
Fireproof,PG
Firestarter,R
Firewall,PG-13
First Blood,R
First Knight,PG-13
"First Love, Last Rites",R
Fish Tank,Not Rated
Flags of Our Fathers,R
Flame and Citron,Not Rated
Flash Gordon,PG
Flash of Genius,PG-13
Flashdance,R
Flatliners,R
Flawless,R
Fled,R
Flicka,PG
Flight,R
Flight of the Intruder,PG-13
Flight of the Phoenix,PG-13
Flightplan,PG-13
Flipped,PG
Flipper,PG
Flirting with Disaster,R
Florence Foster Jenkins,PG-13
Flubber,PG
Flushed Away,PG
Flyboys,PG-13
Flying By,PG-13
Focus,R
"Food, Inc.",PG
Foodfight!,PG
Fool's Gold,PG-13
Foolish,R
Footloose,PG
For Colored Girls,R
For Greater Glory: The True Story of Cristiada,R
For Love of the Game,PG-13
For Your Consideration,PG-13
For Your Eyes Only,PG
"For a Good Time, Call...",R
Force 10 from Navarone,PG
Forget Me Not,R
Forgetting Sarah Marshall,R
Formula 51,R
Forrest Gump,PG-13
Forsaken,R
Fort McCoy,R
Fortress,R
Forty Shades of Blue,R
Four Brothers,R
Four Christmases,PG-13
Four Lions,R
Four Rooms,R
Four Weddings and a Funeral,R
Frailty,R
Frances Ha,R
Frankenweenie,PG
Frat Party,R
Freakonomics,PG-13
Freaky Deaky,R
Freaky Friday,PG
Freddy Got Fingered,R
Freddy vs. Jason,R
Freddy's Dead: The Final Nightmare,R
Free Birds,PG
Free State of Jones,R
Free Style,PG
Freedom,R
Freedom Writers,PG-13
Freeheld,PG-13
Freeway,R
Freeze Frame,R
Frenzy,R
Frequency,PG-13
Frida,R
Friday,R
Friday After Next,R
Friday Night Lights,TV-14
Friday the 13th Part 2,R
Friday the 13th Part III,R
Friday the 13th Part VII: The New Blood,R
Friday the 13th Part VIII: Jason Takes Manhattan,R
Friday the 13th: A New Beginning,R
Friday the 13th: The Final Chapter,R
Friends with Benefits,R
Friends with Money,R
Fright Night,R
From Dusk Till Dawn,R
From Hell,R
From Here to Eternity,Not Rated
From Justin to Kelly,PG
From Paris with Love,R
From Russia with Love,Approved
From a Whisper to a Scream,R
Frost/Nixon,R
Frozen,PG
Frozen River,R
Fruitvale Station,R
Fuel,Not Rated
Full Frontal,R
Fun Size,PG-13
Fun with Dick and Jane,PG-13
Funny Games,R
Funny People,R
Fur: An Imaginary Portrait of Diane Arbus,R
Furious 7,PG-13
Furry Vengeance,PG
Fury,R
Futuro Beach,Unrated
G-Force,PG
G.I. Jane,R
G.I. Joe: Retaliation,PG-13
G.I. Joe: The Rise of Cobra,PG-13
Gabriela,R
Galaxina,R
Galaxy Quest,PG
Gamer,R
Gandhi,PG
Gangs of New York,R
Gangster Squad,R
Gangster's Paradise: Jerusalema,R
Garden State,R
Garfield,PG
Garfield 2,PG
Gattaca,PG-13
Gentleman's Agreement,Approved
Gentlemen Broncos,PG-13
George Washington,Unrated
George and the Dragon,PG
George of the Jungle,PG
Georgia Rule,R
Gerry,R
Get Carter,R
Get Hard,R
Get Him to the Greek,R
Get Low,PG-13
Get Over It,PG-13
Get Rich or Die Tryin',R
Get Shorty,R
Get Smart,PG-13
Get on Up,PG-13
Get on the Bus,R
Getaway,PG-13
Gettysburg,PG
Ghost,PG-13
Ghost Dog: The Way of the Samurai,R
Ghost Rider,PG-13
Ghost Rider: Spirit of Vengeance,PG-13
Ghost Ship,R
Ghost Town,PG-13
Ghost World,R
Ghostbusters,PG-13
Ghosts of Mars,R
Ghosts of Mississippi,PG-13
Gigli,R
Girl 6,R
Girl with a Pearl Earring,PG-13
"Girl, Interrupted",R
Girls Gone Dead,R
Gladiator,R
Glee: The 3D Concert Movie,PG
Glengarry Glen Ross,R
Glitter,PG-13
Glory,R
Glory Road,PG
Go,R
Go for It!,PG-13
Goal! The Dream Begins,PG-13
God's Not Dead 2,PG
Gods and Generals,PG-13
Gods and Monsters,R
Gods of Egypt,PG-13
Godsend,PG-13
Godzilla 2000,PG
Going the Distance,R
GoldenEye,PG-13
Goldfinger,Approved
Gomorrah,TV-MA
Gone Girl,R
Gone in Sixty Seconds,PG-13
Gone with the Wind,G
"Gone, Baby, Gone",TV-14
Good,R
Good Boy!,PG
Good Bye Lenin!,R
Good Deeds,PG-13
Good Dick,R
Good Intentions,PG-13
Good Kill,R
Good Luck Chuck,R
"Good Morning, Vietnam",R
"Good Night, and Good Luck.",PG
Good Will Hunting,R
Goodfellas,R
Goosebumps,PG
Gosford Park,R
Gossip,R
Gothika,R
Grabbers,Not Rated
Grace Unplugged,PG
Gracie,PG-13
Graduation Day,R
Gran Torino,R
Grand Theft Parsons,PG-13
Grandma's Boy,R
Grave Encounters,Not Rated
Gravity,PG-13
Grease,PG-13
Green Lantern,PG-13
Green Room,R
Green Street 3: Never Back Down,R
Green Zone,R
Gremlins,PG
Gremlins 2: The New Batch,PG-13
Gridiron Gang,PG-13
Griff the Invisible,PG-13
Grindhouse,R
Groove,R
Grosse Pointe Blank,R
Groundhog Day,PG
Growing Up Smith,PG-13
Grown Ups,PG-13
Grown Ups 2,PG-13
Grudge Match,PG-13
Guardians of the Galaxy,PG-13
Guess Who,PG-13
Guiana 1838,Unrated
Gulliver's Travels,PG
Gun Shy,R
Hachi: A Dog's Tale,G
Hackers,PG-13
"Hail, Caesar!",PG-13
Hairspray,PG
Half Baked,R
Half Nelson,R
Half Past Dead,PG-13
Hall Pass,R
Halloween,R
Halloween 4: The Return of Michael Myers,R
Halloween 5,X
Halloween II,R
Halloween III: Season of the Witch,R
Halloween: Resurrection,R
Halloween: The Curse of Michael Myers,R
Hamlet,PG-13
Hamlet 2,R
Hancock,PG-13
Hands of Stone,R
Hang 'Em High,M
Hanging Up,PG-13
Hanna,PG-13
Hannah Montana: The Movie,G
Hannibal,TV-14
Hannibal Rising,R
Hansel & Gretel: Witch Hunters,R
Happily N'Ever After,PG
Happy Christmas,R
Happy Feet,PG
Happy Feet 2,PG
Happy Gilmore,PG-13
Happy Valley,TV-MA
"Happy, Texas",PG-13
Hard Candy,R
Hard Rain,R
Hard to Be a God,Not Rated
Hardball,PG-13
Hardflip,PG-13
Harley Davidson and the Marlboro Man,R
Harlock: Space Pirate,Not Rated
Harold & Kumar Escape from Guantanamo Bay,R
Harold & Kumar Go to White Castle,R
Harper,Not Rated
Harriet the Spy,PG
Harry Brown,R
Harry Potter and the Chamber of Secrets,PG
Harry Potter and the Goblet of Fire,PG-13
Harry Potter and the Half-Blood Prince,PG
Harry Potter and the Order of the Phoenix,PG-13
Harry Potter and the Prisoner of Azkaban,PG
Harry Potter and the Sorcerer's Stone,PG
Harsh Times,R
Hart's War,R
Harvard Man,R
Hatchet,R
Hav Plenty,R
Hayride,Not Rated
Haywire,R
He Got Game,R
He's Just Not That Into You,PG-13
Head Over Heels,PG-13
Head of State,PG-13
Headhunters,R
Heartbeeps,PG
Heartbreakers,PG-13
Hearts in Atlantis,PG-13
Heaven Is for Real,PG
Heaven's Gate,R
Heavenly Creatures,R
Heavy Metal,R
Hedwig and the Angry Inch,R
Heist,R
Held Up,PG-13
Heli,Not Rated
Hell's Angels,Passed
Hellboy,PG-13
Hellboy II: The Golden Army,PG-13
Hellraiser,R
Henry & Me,PG
Henry V,PG-13
Her,R
Her Cry: La Llorona Investigation,Not Rated
Herbie Fully Loaded,G
Hercules,PG-13
Here Comes the Boom,PG
Here on Earth,PG-13
Hereafter,PG-13
Hero,PG-13
Heroes,TV-14
Heroes of Dirt,PG-13
Hesher,R
Hey Arnold! The Movie,PG
Hidalgo,PG-13
Hidden Away,Unrated
Hide and Seek,R
High Anxiety,PG
High Crimes,PG-13
High Fidelity,R
High Heels and Low Lifes,R
High Noon,PG
High Plains Drifter,R
High Road,R
High School Musical,TV-G
High School Musical 2,TV-G
High School Musical 3: Senior Year,G
High Tension,Unrated
Higher Ground,R
Highlander,R
Highlander: Endgame,R
Highlander: The Final Dimension,PG-13
Highway,R
History of the World: Part I,R
Hit and Run,R
Hitch,PG-13
Hitman,R
Hobo with a Shotgun,Not Rated
Hocus Pocus,PG
Hoffa,R
Holes,PG
Hollow Man,R
Hollywood Ending,PG-13
Hollywood Homicide,PG-13
Hollywood Shuffle,R
Holy Man,PG
Holy Motors,Not Rated
Home,PG
Home Alone,PG
Home Alone 2: Lost in New York,PG
Home Fries,PG-13
Home Movies,TV-PG
Home Run,PG-13
Home for the Holidays,PG-13
Home on the Range,PG
Homefront,R
Honey,PG-13
Hoodwinked Too! Hood vs. Evil,PG
Hoodwinked!,PG
Hook,PG
Hoop Dreams,PG-13
Hoot,PG
Hop,PG
Hope Floats,PG-13
Hope Springs,PG-13
Horrible Bosses,R
Horrible Bosses 2,R
Horse Camp,PG
Hostage,R
Hostel,R
Hostel: Part II,R
Hot Fuzz,R
Hot Pursuit,PG-13
Hot Rod,PG-13
Hot Tub Time Machine,R
Hot Tub Time Machine 2,R
Hotel Rwanda,PG-13
Hotel Transylvania,PG
Hotel Transylvania 2,PG
Hotel for Dogs,PG
House Party 2,R
House at the End of the Drive,R
House at the End of the Street,PG-13
House of 1000 Corpses,R
House of D,PG-13
House of Flying Daggers,PG-13
House of Sand,R
House of Sand and Fog,R
House of Wax,R
House on Haunted Hill,R
Housebound,Not Rated
How Do You Know,PG-13
How Green Was My Valley,Approved
How High,R
How She Move,PG-13
How Stella Got Her Groove Back,R
How the Grinch Stole Christmas,PG
How to Be Single,R
How to Be a Player,R
How to Deal,PG-13
How to Fall in Love,TV-G
How to Lose Friends & Alienate People,R
How to Lose a Guy in 10 Days,PG-13
How to Train Your Dragon,PG
How to Train Your Dragon 2,PG
Howard the Duck,PG
Howards End,PG
Howl's Moving Castle,PG
Hud,Approved
Hudson Hawk,R
Hugo,PG
Hulk,PG-13
Human Traffic,R
Hurricane Streets,R
Hustle & Flow,R
I Am Legend,PG-13
I Am Love,R
I Am Number Four,PG-13
I Am Sam,PG-13
I Am Wrath,R
I Can Do Bad All by Myself,PG-13
I Come with the Rain,Not Rated
I Don't Know How She Does It,PG-13
I Dreamed of Africa,PG-13
I Got the Hook Up,R
I Heart Huckabees,R
I Hope They Serve Beer in Hell,R
I Know What You Did Last Summer,R
I Love You Phillip Morris,R
"I Love You, Beth Cooper",PG-13
"I Love You, Don't Touch Me!",R
"I Love You, Man",R
I Love Your Work,R
I Married a Strange Person!,R
I Origins,R
I Served the King of England,R
I Spit on Your Grave,R
I Spy,PG-13
I Still Know What You Did Last Summer,R
I Think I Love My Wife,R
I Want Someone to Eat Cheese With,R
I Want Your Money,PG
I'm Not There.,R
"I, Frankenstein",PG-13
"I, Robot",PG-13
Ice Age,PG
Ice Age: Continental Drift,PG
Ice Age: Dawn of the Dinosaurs,PG
Ice Age: The Meltdown,PG
Ice Princess,G
Ida,PG-13
Identity,R
Identity Thief,R
Idiocracy,R
Idle Hands,R
Idlewild,R
If I Stay,PG-13
Igby Goes Down,R
Illuminata,R
Imaginary Heroes,R
Imagine Me & You,R
Imagine That,PG
Immortals,R
Impact Point,R
Impostor,R
In & Out,PG-13
In Bruges,R
In Cold Blood,Approved
In Dreams,R
In Good Company,PG-13
In Her Line of Fire,R
In Time,PG-13
In Too Deep,R
In the Bedroom,R
In the Company of Men,R
In the Cut,R
In the Heart of the Sea,PG-13
In the Land of Blood and Honey,R
In the Land of Women,PG-13
In the Name of the King: A Dungeon Siege Tale,PG-13
In the Name of the King: The Last Job,R
In the Shadow of the Moon,PG
In the Valley of Elah,R
Incendies,R
Inception,PG-13
Inchon,PG
Incident at Loch Ness,PG-13
Independence Day,PG-13
Independence Day: Resurgence,PG-13
Independence Daysaster,PG-13
Indiana Jones and the Kingdom of the Crystal Skull,PG-13
Indiana Jones and the Last Crusade,PG-13
Indiana Jones and the Temple of Doom,PG
Indie Game: The Movie,Not Rated
Indignation,R
Inescapable,R
Infamous,R
Inglourious Basterds,R
Inherent Vice,R
Inkheart,PG
Inside Deep Throat,NC-17
Inside Job,PG-13
Inside Llewyn Davis,R
Inside Man,R
Inside Out,PG
Insidious,PG-13
Insidious: Chapter 2,PG-13
Insidious: Chapter 3,PG-13
Insomnia,R
Inspector Gadget,PG
Instinct,R
Instructions Not Included,PG-13
Insurgent,PG-13
Interstellar,PG-13
Interview with the Assassin,R
Interview with the Vampire: The Vampire Chronicles,R
Into the Blue,PG-13
Into the Grizzly Maze,R
Into the Storm,PG-13
Into the Wild,R
Into the Woods,PG
Intolerable Cruelty,PG-13
Intolerance: Love's Struggle Throughout the Ages,Not Rated
Invaders from Mars,PG
Invasion U.S.A.,R
Invictus,PG-13
Ip Man 3,PG-13
Ira & Abby,R
Iris,R
Iron Man,PG-13
Iron Man 2,PG-13
Iron Man 3,PG-13
Ironclad,R
Irreversible,Not Rated
Ishtar,PG-13
Isn't She Great,R
It Follows,R
It Happened One Night,Unrated
It's All Gone Pete Tong,R
It's Always Sunny in Philadelphia,TV-MA
It's Complicated,R
It's Kind of a Funny Story,PG-13
"It's a Mad, Mad, Mad, Mad World",Approved
It's a Wonderful Afterlife,PG-13
It's a Wonderful Life,PG
J. Edgar,R
JFK,R
Jab Tak Hai Jaan,Not Rated
Jack Brooks: Monster Slayer,R
Jack Reacher,PG-13
Jack Ryan: Shadow Recruit,PG-13
Jack and Jill,PG
Jack the Giant Slayer,PG-13
Jackass 3D,R
Jackass Number Two,R
Jackass: The Movie,R
Jackie Brown,R
Jade,R
Jakob the Liar,PG-13
Jane Got a Gun,R
Jarhead,R
Jason Bourne,PG-13
Jason Goes to Hell: The Final Friday,R
Jason Lives: Friday the 13th Part VI,R
Jason X,R
Jawbreaker,R
Jaws,PG
Jaws 2,PG
Jaws: The Revenge,PG-13
Jay and Silent Bob Strike Back,R
Jeepers Creepers,R
Jeepers Creepers II,R
"Jeff, Who Lives at Home",R
Jefferson in Paris,PG-13
Jekyll and Hyde... Together Again,R
Jennifer's Body,R
Jerry Maguire,R
Jersey Boys,R
Jersey Girl,PG-13
Jesus' Son,R
Jimmy Neutron: Boy Genius,G
Jimmy and Judy,R
Jindabyne,R
Jingle All the Way,PG
Joe,R
Joe Dirt,PG-13
Joe Somebody,PG
John Carter,PG-13
John Q,PG-13
Johnny English,PG
Johnny English Reborn,PG
Johnny Suede,R
Johnson Family Vacation,PG-13
Jonah Hex,PG-13
Jonah: A VeggieTales Movie,G
Josie and the Pussycats,PG-13
Journey 2: The Mysterious Island,PG
Journey from the Fall,R
Journey to Saturn,Not Rated
Journey to the Center of the Earth,PG
Joy,PG-13
Joy Ride,R
Joyeux Noel,PG-13
Joyful Noise,PG-13
Judgment at Nuremberg,Not Rated
Julia,PG
Julie & Julia,PG-13
Jumper,PG-13
Jumping the Broom,PG-13
Juno,PG-13
Jupiter Ascending,PG-13
Jurassic Park,PG-13
Jurassic Park III,PG-13
Jurassic World,PG-13
Just Go with It,PG-13
Just Like Heaven,PG-13
Just Looking,R
Just Married,PG-13
Just My Luck,PG-13
Just Visiting,PG-13
Just Wright,PG
Justin Bieber: Never Say Never,G
Juwanna Mann,PG-13
K-19: The Widowmaker,PG-13
K-PAX,PG-13
Kabhi Alvida Naa Kehna,R
Kama Sutra: A Tale of Love,R
Kangaroo Jack,PG
Kansas City,R
Kate & Leopold,PG-13
Katy Perry: Part of Me,PG
Keanu,R
Keeping Up with the Steins,PG-13
Keeping the Faith,PG-13
Kevin Hart: Laugh at My Pain,R
Kevin Hart: Let Me Explain,R
Khiladi 786,Not Rated
Khumba,Not Rated
Kick-Ass,R
Kick-Ass 2,R
Kicking & Screaming,PG
Kicks,R
Kill Bill: Vol. 1,R
Kill Bill: Vol. 2,R
Kill List,Not Rated
Kill the Messenger,R
Killer Elite,R
Killer Joe,R
Killers,PG-13
Killing Them Softly,R
Killing Zoe,R
Kindergarten Cop,PG-13
King Kong,PG-13
King's Ransom,PG-13
Kingdom of Heaven,R
Kingdom of the Spiders,PG
Kingpin,PG-13
Kinsey,R
Kiss Kiss Bang Bang,R
Kiss of Death,R
Kiss of the Dragon,R
Kiss the Bride,R
Kiss the Girls,R
Kissing Jessica Stein,R
Kit Kittredge: An American Girl,G
Knight and Day,PG-13
Knock Off,R
Knockaround Guys,R
Knocked Up,R
Knowing,PG-13
Krampus,PG-13
Krrish,Not Rated
Krull,PG
Krush Groove,R
Kundun,PG-13
Kung Fu Hustle,R
Kung Fu Panda,PG
Kung Fu Panda 2,PG
Kung Fu Panda 3,PG
Kung Pow: Enter the Fist,PG-13
L!fe Happens,R
L'auberge espagnole,R
L.A. Confidential,R
L.I.E.,NC-17
LOL,PG-13
La Bamba,PG-13
La otra conquista,R
Labor Day,PG-13
Ladder 49,PG-13
Lady Vengeance,R
Lady in White,R
Lady in the Water,PG-13
Ladyhawke,PG-13
Lage Raho Munna Bhai,PG-13
Lake Mungo,R
Lake Placid,R
Lake of Fire,Unrated
Lakeview Terrace,PG-13
Land of the Dead,R
Land of the Lost,PG-13
Lara Croft Tomb Raider: The Cradle of Life,PG-13
Lara Croft: Tomb Raider,PG-13
Larry Crowne,PG-13
Larry the Cable Guy: Health Inspector,PG-13
Lars and the Real Girl,PG-13
Last Action Hero,PG-13
Last Holiday,PG-13
Last Man Standing,TV-PG
Last Orders,R
Last Vegas,PG-13
Latter Days,R
Law Abiding Citizen,R
Lawrence of Arabia,PG
Laws of Attraction,PG-13
Layer Cake,R
Le Havre,Not Rated
Leap Year,PG
Leatherheads,PG-13
Leaving Las Vegas,R
Lee Daniels' The Butler,PG-13
Left Behind,PG-13
Legal Eagles,PG
Legally Blonde,PG-13
"Legally Blonde 2: Red, White & Blonde",PG-13
Legend,R
Legend of Kung Fu Rabbit,PG
Legend of the Guardians: The Owls of Ga'Hoole,PG
Legends of Oz: Dorothy's Return,PG
Legends of the Fall,R
Legion,R
Les Misérables,PG-13
Les visiteurs,R
Let Me In,R
Let's Be Cops,R
Let's Go to Prison,R
Let's Kill Ward's Wife,Unrated
Lethal Weapon 3,R
Lethal Weapon 4,R
Letters from Iwo Jima,R
Letters to God,PG
Letters to Juliet,PG
Liar Liar,PG-13
Licence to Kill,PG-13
License to Wed,PG-13
Lies in Plain Sight,TV-PG
Life During Wartime,R
Life as a House,R
Life of Pi,PG
Life or Something Like It,PG-13
Lifeforce,R
Light It Up,R
Light Sleeper,R
Light from the Darkroom,PG-13
Lights Out,PG-13
Like Crazy,PG-13
Like Mike,PG
Lilo & Stitch,PG
Lilya 4-Ever,R
Lilyhammer,TV-MA
Limbo,R
Limitless,TV-14
Lincoln,PG-13
Lion of the Desert,PG
Lions for Lambs,R
Lisa Picard Is Famous,PG-13
Little Black Book,PG-13
Little Boy,PG-13
Little Children,R
Little Fockers,PG-13
Little Miss Sunshine,R
Little Nicky,PG-13
Little Shop of Horrors,PG-13
Little Voice,R
Little White Lies,Not Rated
Little Women,PG
Littleman,PG-13
Live Free or Die Hard,PG-13
Live and Let Die,PG
Live-In Maid,Unrated
Living Dark: The Story of Ted the Caver,PG-13
Living Out Loud,R
Loaded Weapon 1,PG-13
"Lock, Stock and Two Smoking Barrels",R
Locker 13,R
Lockout,PG-13
Logan's Run,PG
Lolita,Not Rated
London,R
London Has Fallen,R
London to Brighton,R
Lone Star,R
Lone Survivor,R
Lone Wolf McQuade,PG
Lonesome Jim,R
Looney Tunes: Back in Action,PG
Looper,R
Lord of War,R
Lords of Dogtown,PG-13
Lords of London,R
Loser,PG-13
Losin' It,R
Lost Souls,R
Lost in Space,PG-13
Lost in Translation,R
Lottery Ticket,PG-13
Love & Basketball,PG-13
Love & Other Drugs,R
Love Actually,R
Love Happens,PG-13
Love Jones,R
Love Letters,R
Love Ranch,R
Love Stinks,R
Love and Death on Long Island,PG-13
Love and Other Catastrophes,R
Love in the Time of Cholera,R
Love the Coopers,PG-13
Love's Abiding Joy,PG
Lovely & Amazing,R
"Lovely, Still",PG
Loving Annabelle,Not Rated
Lucky Break,PG-13
Lucky Number Slevin,R
Lucky Numbers,R
Lucky You,PG-13
Lucy,R
Luminarias,R
Luther,TV-MA
M*A*S*H,TV-PG
MacGruber,R
Machete,R
Machete Kills,R
Machine Gun McCain,GP
Machine Gun Preacher,R
Mad City,PG-13
Mad Hot Ballroom,PG
Mad Max,R
Mad Max 2: The Road Warrior,R
Mad Max Beyond Thunderdome,PG-13
Mad Max: Fury Road,R
Mad Money,PG-13
Madagascar,PG
Madagascar 3: Europe's Most Wanted,PG
Madagascar: Escape 2 Africa,PG
Made,R
Made in Dagenham,R
Made of Honor,PG-13
Madea Goes to Jail,PG-13
Madea's Family Reunion,PG-13
Madea's Witness Protection,PG-13
Madison,PG
Maggie,PG-13
Magic Mike,R
Magic Mike XXL,R
Magnolia,R
Maid in Manhattan,PG-13
Major Dundee,Approved
Major League,R
Malcolm X,PG-13
Maleficent,PG
Malevolence,R
Malibu's Most Wanted,PG-13
Mallrats,R
Malone,R
Mama,PG-13
Mambo Italiano,R
Mamma Mia!,PG-13
Man of Steel,PG-13
Man of the House,PG-13
Man of the Year,PG-13
Man on Fire,R
Man on Wire,PG-13
Man on a Ledge,PG-13
Man on the Moon,R
Mandela: Long Walk to Freedom,PG-13
Manderlay,Not Rated
Maniac,Not Rated
Mao's Last Dancer,PG
March of the Penguins,G
March or Die,PG
Marci X,R
Margaret,R
Margin Call,R
Maria Full of Grace,R
Marie Antoinette,PG-13
Marley & Me,PG
Marmaduke,PG
Married Life,PG-13
Mars Attacks!,PG-13
Mars Needs Moms,PG
Martha Marcy May Marlene,R
Martian Child,PG
Martin Lawrence Live: Runteldat,R
Marvin's Room,PG-13
Mary Poppins,Approved
Mary Reilly,R
Masked and Anonymous,PG-13
Master and Commander: The Far Side of the World,PG-13
Match Point,R
Maurice,R
Max,PG
Max Keeble's Big Move,PG
Max Payne,PG-13
Maximum Risk,R
May,R
"McFarland, USA",PG
McHale's Navy,TV-G
Me Before You,PG-13
Me and Orson Welles,PG-13
Me and You and Everyone We Know,R
"Me, Myself & Irene",R
Mean Creek,R
Mean Girls,PG-13
Mean Machine,R
Mean Streets,R
Medicine Man,PG-13
Meek's Cutoff,PG
Meet Dave,PG
Meet Joe Black,PG-13
Meet the Deedles,PG
Meet the Fockers,PG-13
Meet the Parents,PG-13
Meet the Spartans,PG-13
Megaforce,PG
Megamind,PG
Megiddo: The Omega Code 2,PG-13
Melancholia,R
Memento,R
Memoirs of a Geisha,PG-13
Memoirs of an Invisible Man,PG-13
Men in Black,PG-13
Men in Black 3,PG-13
Men in Black II,PG-13
Men of Honor,R
Men of War,R
Men with Brooms,R
Menace II Society,R
Mercury Rising,R
Mercy Streets,PG-13
Message in a Bottle,PG-13
Metallica Through the Never,R
Meteor,PG
Metropolis,Not Rated
Metropolitan,PG-13
Mi America,R
Miami Vice,TV-14
Michael Clayton,R
Michael Collins,R
Mickey Blue Eyes,PG-13
Micmacs,R
Middle of Nowhere,R
Midnight Cabaret,R
Midnight Cowboy,X
Midnight Run,R
Midnight Special,PG-13
Midnight in Paris,PG-13
Midnight in the Garden of Good and Evil,R
Mighty Joe Young,PG
Milk,R
Million Dollar Arm,PG
Million Dollar Baby,PG-13
Mindhunters,R
Minions,PG
Minority Report,PG-13
Miracle,PG
Miracle at St. Anna,R
Miracles from Heaven,PG
Mirror Mirror,PG
Mirrormask,PG
Mirrors,R
Misconduct,R
Miss Congeniality,PG-13
Miss Congeniality 2: Armed and Fabulous,PG-13
Miss Julie,PG-13
Miss March,R
Miss Potter,PG
Mission to Mars,PG
Mission: Impossible,PG-13
Mission: Impossible - Ghost Protocol,PG-13
Mission: Impossible - Rogue Nation,PG-13
Mission: Impossible II,PG-13
Mission: Impossible III,PG-13
Mississippi Mermaid,R
Mo' Better Blues,R
Moby Dick,Unrated
Modern Problems,PG
Modern Times,G
Molière,PG-13
Molly,PG-13
Mommie Dearest,R
Moms' Night Out,PG
Mona Lisa Smile,PG-13
Mondays in the Sun,R
Money Monster,R
Money Talks,R
Money Train,R
Moneyball,PG-13
Mongol: The Rise of Genghis Khan,R
Monkeybone,PG-13
Monsoon Wedding,R
Monster,R
Monster House,PG
Monster's Ball,R
Monster-in-Law,PG-13
Monsters,R
Monsters University,G
Monsters vs. Aliens,PG
"Monsters, Inc.",G
Monte Carlo,PG
Monty Python and the Holy Grail,PG
Moon,R
Moonlight Mile,PG-13
Moonraker,PG
Moonrise Kingdom,PG-13
Mooz-Lum,PG-13
Morning Glory,PG-13
Mortal Kombat,PG-13
Mortal Kombat: Annihilation,PG-13
Mortdecai,R
Morvern Callar,R
Mother and Child,R
Motherhood,PG-13
Moulin Rouge!,PG-13
Movie 43,R
Mr 3000,PG-13
Mr. & Mrs. Smith,PG-13
Mr. Bean's Holiday,PG
Mr. Church,PG-13
Mr. Deeds,PG-13
Mr. Holland's Opus,PG
Mr. Nice Guy,PG-13
Mr. Peabody & Sherman,PG
Mr. Popper's Penguins,PG
Mr. Smith Goes to Washington,Not Rated
Mr. Turner,R
Mrs Henderson Presents,R
Mrs. Doubtfire,PG-13
Mrs. Winterbourne,PG-13
Much Ado About Nothing,PG-13
Mud,PG-13
Mulan,G
Mulholland Drive,R
Multiplicity,PG-13
Mumford,R
Munich,R
Muppets Most Wanted,PG
Muppets from Space,G
Murder by Numbers,R
Murderball,R
Music and Lyrics,PG-13
Must Love Dogs,PG-13
Mutual Appreciation,R
My Baby's Daddy,PG-13
My Beautiful Laundrette,R
My Best Friend's Girl,R
My Best Friend's Wedding,PG-13
My Big Fat Greek Wedding,PG
My Big Fat Greek Wedding 2,PG-13
My Big Fat Independent Movie,R
My Bloody Valentine,R
My Blueberry Nights,PG-13
My Boss's Daughter,PG-13
My Cousin Vinny,R
My Date with Drew,PG
My Dog Skip,PG
My Fair Lady,Approved
My Favorite Martian,PG
My Fellow Americans,PG-13
My Girl,PG-13
My Life Without Me,R
My Life in Ruins,PG-13
My Name Is Bruce,R
My Name Is Khan,PG-13
My Own Private Idaho,R
My Sister's Keeper,PG-13
My Soul to Take,R
My Stepmother Is an Alien,PG-13
My Summer of Love,R
My Super Ex-Girlfriend,PG-13
My Week with Marilyn,R
Mystery Men,PG-13
"Mystery, Alaska",R
Mystic Pizza,R
Mystic River,R
N-Secure,R
Nacho Libre,PG
Naked Gun 33 1/3: The Final Insult,PG-13
Nancy Drew,PG
Nanny McPhee,PG
Nanny McPhee Returns,PG
Napoleon Dynamite,PG
Narc,R
National Lampoon's Vacation,R
National Treasure,PG
Naturally Native,PG-13
Nebraska,R
Need for Speed,PG-13
Neighbors,R
Neighbors 2: Sorority Rising,R
Nerve,PG-13
Network,R
Never Again,R
Never Back Down,PG-13
Never Back Down 2: The Beatdown,R
Never Let Me Go,R
Never Say Never Again,PG
New Nightmare,R
New Year's Eve,PG-13
New York Minute,PG
New York Stories,PG
"New York, New York",PG
New in Town,PG
Newlyweds,Not Rated
Next Day Air,R
Next Friday,R
Next Stop Wonderland,R
Niagara,Approved
Nicholas Nickleby,PG
Nick and Norah's Infinite Playlist,PG-13
Night Watch,R
Night at the Museum,PG
Night at the Museum: Battle of the Smithsonian,PG
Night at the Museum: Secret of the Tomb,PG
Night of the Living Dead,Unrated
