movie_title,plot_keyword
Cabin Fever,horror movie remake
Cabin Fever,flesh eating virus
Caddyshack,country club
Caddyshack,caddy
Caddyshack,golf course
Caddyshack,nudity
Caddyshack,gopher
Cadillac Records,title directed by female
Cadillac Records,sex
Cadillac Records,jazz
Cadillac Records,jazz music
Cadillac Records,1950s
Call + Response,fair trade
Call + Response,rockumentary
Call + Response,slavery
Call + Response,human trafficking
Call + Response,non profit
Camping sauvage,girl fight
Camping sauvage,jealousy
Camping sauvage,sailing boat
Camping sauvage,tent
Camping sauvage,cabin
Can't Hardly Wait,high school
Can't Hardly Wait,letter
Can't Hardly Wait,party
Can't Hardly Wait,graduation
Can't Hardly Wait,nerd
Can't Stop the Music,male rear nudity
Can't Stop the Music,male frontal nudity
Can't Stop the Music,male nudity
Can't Stop the Music,new york city
Can't Stop the Music,male full frontal nudity
Cape Fear,prison
Cape Fear,lawyer
Cape Fear,rapist
Cape Fear,neo noir
Cape Fear,southern gothic
Capitalism: A Love Story,investment bank
Capitalism: A Love Story,plutocracy
Capitalism: A Love Story,capitalism
Capitalism: A Love Story,market economy
Capitalism: A Love Story,critique of capitalism
Capote,kansas
Capote,book
Capote,truman capote
Capote,killer
Capote,holcomb kansas
Capricorn One,nasa
Capricorn One,astronaut
Capricorn One,mission
Capricorn One,journalist
Capricorn One,hoax
Captain Alatriste: The Spanish Musketeer,trap
Captain Alatriste: The Spanish Musketeer,king
Captain Alatriste: The Spanish Musketeer,fighting
Captain Alatriste: The Spanish Musketeer,desire
Captain Alatriste: The Spanish Musketeer,spain
Captain America: Civil War,returning character killed off
Captain America: Civil War,knife
Captain America: Civil War,based on comic book
Captain America: Civil War,superhero
Captain America: Civil War,marvel cinematic universe
Captain America: The First Avenger,scientist
Captain America: The First Avenger,tesseract
Captain America: The First Avenger,arctic
Captain America: The First Avenger,captain america
Captain America: The First Avenger,war bond
Captain America: The Winter Soldier,super soldier
Captain America: The Winter Soldier,heroism
Captain America: The Winter Soldier,megalomaniac
Captain America: The Winter Soldier,world domination
Captain America: The Winter Soldier,conspiracy
Captain Corelli's Mandolin,italian
Captain Corelli's Mandolin,love
Captain Corelli's Mandolin,island
Captain Corelli's Mandolin,greek
Captain Corelli's Mandolin,captain
Captain Phillips,ship
Captain Phillips,leader
Captain Phillips,hijacking
Captain Phillips,hostage
Captain Phillips,somalia
Captive,violence
Captive,drug addict
Captive,auto theft
Captive,based on true story
Captive,kidnapping
Caramel,police
Caramel,friendship
Caramel,suitor
Caramel,secret
Caramel,caramel
Caravans,tribe
Caravans,russian
Caravans,caravan
Caravans,rebel
Caravans,afghanistan
Cargo,space travel
Cargo,23rd century
Cargo,lucid dream
Cargo,outer space
Cargo,trapped in space
Carlos,opec
Carlos,true crime
Carlos,pubic hair
Carlos,revolutionary
Carlos,terrorism
Carnage,whiskey
Carnage,based on play
Carnage,salesman
Carnage,meeting
Carnage,single set production
Carrie,outcast
Carrie,self injury
Carrie,tragic event
Carrie,prom
Carrie,telekinesis
Carriers,latex gloves
Carriers,pandemic
Carriers,virus
Carriers,beach
Carriers,disease
Cars,route 66
Cars,tow truck
Cars,car
Cars,truck
Cars,desert
Cars 2,gadget car
Cars 2,spy
Cars 2,car race
Cars 2,best friend
Cars 2,conspiracy
Casa de mi Padre,absurd humor
Casa de mi Padre,ranch
Casa de mi Padre,drug lord
Casa de mi Padre,mexico
Casa de mi Padre,spaghetti western
Casablanca,police
Casablanca,gestapo
Casablanca,visa
Casablanca,casablanca morocco
Casablanca,american expatriate
Case 39,hairy chest
Case 39,fear
Case 39,death
Case 39,social worker
Case 39,spinning in chair
Casino,card cheat
Casino,car bomb
Casino,casino
Casino,gambling syndicate
Casino,cash
Casino Jack,corruption
Casino Jack,murder
Casino Jack,lobbyist
Casino Jack,washington d.c.
Casino Jack,washington d.c. lobbyist
Casino Royale,casino
Casino Royale,terrorist
Casino Royale,james bond
Casino Royale,free running
Casino Royale,espionage
Casper,friendly ghost
Casper,maine
Casper,ghost
Casper,casper
Casper,mansion
Cast Away,love
Cast Away,talking to inanimate object
Cast Away,survival
Cast Away,island
Cast Away,christmas
Cat People,slip the undergarment
Cat People,cat
Cat People,leopard
Cat People,love
Cat People,cat people
Cat on a Hot Tin Roof,homosexuality
Cat on a Hot Tin Roof,cancer
Cat on a Hot Tin Roof,football
Cat on a Hot Tin Roof,mississippi
Cat on a Hot Tin Roof,marriage
Catch Me If You Can,pan am
Catch Me If You Can,attorney
Catch Me If You Can,cat and mouse
Catch Me If You Can,pilot
Catch Me If You Can,fbi
Catch That Kid,caper
Catch That Kid,computer genius
Catch That Kid,security chief
Catch That Kid,dog
Catch That Kid,heist
Catch a Fire,jail
Catch a Fire,colonel
Catch a Fire,attack
Catch a Fire,oil refinery
Catch a Fire,coach
Catch-22,catch 22
Catch-22,kneed in the groin
Catch-22,military
Catch-22,friend
Catch-22,insanity
Cats & Dogs,scientist
Cats & Dogs,dog
Cats & Dogs,cartoon on tv
Cats & Dogs,cat
Cats & Dogs,secret agent
Cats & Dogs: The Revenge of Kitty Galore,dog
Cats & Dogs: The Revenge of Kitty Galore,kitty
Cats & Dogs: The Revenge of Kitty Galore,cat
Cats & Dogs: The Revenge of Kitty Galore,cartoon on tv
Cats & Dogs: The Revenge of Kitty Galore,special agent
Cats Don't Dance,hollywood
Cats Don't Dance,animal
Cats Don't Dance,child star
Cats Don't Dance,cat
Cats Don't Dance,star
Catwoman,based on cult comic book
Catwoman,bechdel test passed
Catwoman,cat
Catwoman,detective
Catwoman,radical transformation
Cavite,squatter
Cavite,jihad
Cavite,security guard
Cavite,philippines
Cavite,mindanao
Cecil B. DeMented,drive in
Cecil B. DeMented,movie star
Cecil B. DeMented,female protagonist
Cecil B. DeMented,actress
Cecil B. DeMented,woman shot in the forehead
Cedar Rapids,hotel
Cedar Rapids,cedar rapids iowa
Cedar Rapids,insurance
Cedar Rapids,award
Cedar Rapids,convention
Celebrity,celebrity
Celebrity,strong female character
Celebrity,lesbian kiss
Celebrity,tv producer
Celebrity,journalist
Celeste & Jesse Forever,single
Celeste & Jesse Forever,masturbation
Celeste & Jesse Forever,best friends
Celeste & Jesse Forever,friendship
Celeste & Jesse Forever,reference to matthias steiner
Cellular,family in danger
Cellular,cell phone
Cellular,distress signal
Cellular,stealing a car
Cellular,police
Center Stage,dancing
Center Stage,dancer
Center Stage,dance
Center Stage,love
Center Stage,ballet
Central Intelligence,facebook
Central Intelligence,blooper
Central Intelligence,accountant
Central Intelligence,high school reunion
Central Intelligence,espionage
Central Station,brazil
Central Station,teacher
Central Station,rio de janeiro brazil
Central Station,letter
Central Station,sertao
Centurion,mute
Centurion,mushroom
Centurion,roman soldier
Centurion,wood carving
Centurion,screaming
Certifiably Jonathan,reference to mr. rogers
Certifiably Jonathan,talking about suicide
Certifiably Jonathan,las vegas nevada
Certifiably Jonathan,museum
Certifiably Jonathan,reference to vincent van gogh
Chain Letter,mysterious killer
Chain Letter,murder
Chain Letter,chain
Chain Letter,blood splatter
Chain Letter,warning
Chain Reaction,man with glasses
Chain Reaction,die hard scenario
Chain Reaction,outrunning explosion
Chain Reaction,on the run
Chain Reaction,cold fusion
Chain of Command,steve austin
Chain of Command,army
Chain of Command,ohio
Chain of Command,michael jai white
Chairman of the Board,invention
Chairman of the Board,roommate
Chairman of the Board,surfer
Chairman of the Board,company
Chairman of the Board,box office flop
Changeling,missing child
Changeling,execution by hanging
Changeling,miscarriage of justice
Changeling,wrongful conviction
Changeling,los angeles police department
Changing Lanes,lawyer
Changing Lanes,feud
Changing Lanes,car accident
Changing Lanes,road rage
Changing Lanes,revenge
Chappie,robot
Chappie,future
Chappie,artificial intelligence
Chappie,consciousness
Chappie,mind uploading
Character,police
Character,lawyer
Character,bailiff
Character,school
Character,office
Chariots of Fire,olympic games
Chariots of Fire,race
Chariots of Fire,jew
Chariots of Fire,athlete
Chariots of Fire,missionary
Charlie Bartlett,high school
Charlie Bartlett,student
Charlie Bartlett,drugs
Charlie Bartlett,private school
Charlie Bartlett,prescription drugs
Charlie St. Cloud,ghost
Charlie St. Cloud,talking with the dead
Charlie St. Cloud,death of brother
Charlie St. Cloud,seeing dead people
Charlie St. Cloud,brother brother relationship
Charlie Wilson's War,based on true story
Charlie Wilson's War,afghanistan
Charlie Wilson's War,cia
Charlie Wilson's War,texas
Charlie Wilson's War,arms dealer
Charlie and the Chocolate Factory,ticket
Charlie and the Chocolate Factory,diminution
Charlie and the Chocolate Factory,chocolate
Charlie and the Chocolate Factory,physical flexability
Charlie and the Chocolate Factory,miniaturization
Charlie's Angels,martial arts
Charlie's Angels,duct tape over mouth
Charlie's Angels,first part
Charlie's Angels,booty shake
Charlie's Angels,box office hit
Charlie's Angels: Full Throttle,murder
Charlie's Angels: Full Throttle,witness protection program
Charlie's Angels: Full Throttle,fbi
Charlie's Angels: Full Throttle,ring
Charlie's Angels: Full Throttle,witness protection
Charlotte's Web,piglet
Charlotte's Web,pig
Charlotte's Web,uncle
Charlotte's Web,spider
Charlotte's Web,barn
Charly,experiment
Charly,genius
Charly,disability
Charly,intelligence
Charly,mouse
Chasing Amy,gay
Chasing Amy,friendship
Chasing Amy,comic book
Chasing Amy,secret
Chasing Amy,lesbian
Chasing Liberty,prague
Chasing Liberty,photographer
Chasing Liberty,first daughter
Chasing Liberty,president
Chasing Liberty,secret service agent
Chasing Mavericks,two word title
Chasing Mavericks,no opening credits
Chasing Mavericks,surfing
Chasing Mavericks,box office flop
Chasing Mavericks,year 1987
Chasing Papi,dating
Chasing Papi,latino
Chasing Papi,beauty pageant
Chasing Papi,bilingual
Chasing Papi,three women
Cheap Thrills,extramarital affair
Cheap Thrills,violence
Cheap Thrills,cocaine
Cheap Thrills,sex
Cheap Thrills,shooting
Cheaper by the Dozen,9 year old
Cheaper by the Dozen,new job
Cheaper by the Dozen,illinois
Cheaper by the Dozen,vomiting
Cheaper by the Dozen,house
Cheaper by the Dozen 2,children
Cheaper by the Dozen 2,second part
Cheaper by the Dozen 2,rival
Cheaper by the Dozen 2,vacation
Cheaper by the Dozen 2,competition
Chernobyl Diaries,exploration
Chernobyl Diaries,chernobyl disaster
Chernobyl Diaries,abandoned building
Chernobyl Diaries,van
Chernobyl Diaries,tour guide
Chicago,fame
Chicago,jail
Chicago,vaudeville
Chicago,jazz age
Chicago,murder
Chicago Overcoat,detective
Chicago Overcoat,shootout
Chicago Overcoat,killer
Chicago Overcoat,thong
Chicago Overcoat,police
Chicken Little,alien invasion
Chicken Little,friend
Chicken Little,chicken
Chicken Little,panic
Chicken Little,fish
Chicken Run,escape
Chicken Run,freedom
Chicken Run,rooster
Chicken Run,chicken
Chicken Run,farm
Chicken Tikka Masala,coming out to family
Chicken Tikka Masala,wedding
Chicken Tikka Masala,gay
Chicken Tikka Masala,large family
Chicken Tikka Masala,acceptance
Child 44,sex
Child 44,murder
Child 44,child murderer
Child 44,soviet union
Child 44,woman slaps a man
Child's Play,birthday
Child's Play,murder
Child's Play,serial killer
Child's Play,doll
Child's Play,voodoo
Child's Play 2,serial killer
Child's Play 2,killer doll
Child's Play 2,doll
Child's Play 2,boy
Child's Play 2,foster home
Children of Heaven,shoe
Children of Heaven,school
Children of Heaven,class
Children of Heaven,gardening
Children of Heaven,race
Children of Men,chaos
Children of Men,long take
Children of Men,violence
Children of Men,survival
Children of Men,england
Chill Factor,ice cream truck
Chill Factor,u.s. army
Chill Factor,military
Chill Factor,ice
Chill Factor,colonel
Chloe,doctor
Chloe,prostitute
Chloe,infidelity
Chloe,bare chested boy
Chloe,escort
Chocolat,village
Chocolat,chocolate shop
Chocolat,food
Chocolat,france
Chocolat,chocolate
Chocolate: Deep Dark Secrets,death
Chocolate: Deep Dark Secrets,chocolate
Chocolate: Deep Dark Secrets,suspect
Chocolate: Deep Dark Secrets,christmas
Chocolate: Deep Dark Secrets,christmas eve
Choke,choking
Choke,scam
Choke,hospital
Choke,friend
Choke,restaurant
Christmas Mail,north pole
Christmas Mail,holiday
Christmas Mail,santa
Christmas Mail,letter
Christmas Mail,boss
Christmas with the Kranks,christmas
Christmas with the Kranks,neighbor
Christmas with the Kranks,vacation
Christmas with the Kranks,christmas eve
Christmas with the Kranks,act of kindness
Chronicle,found footage
Chronicle,teen angst
Chronicle,subjective camera
Chronicle,high school
Chronicle,troubled teen
Chuck & Buck,gay kiss
Chuck & Buck,sexuality
Chuck & Buck,best friend
Chuck & Buck,bisexuality
Chuck & Buck,friend
Chéri,age difference
Chéri,marriage
Chéri,courtesan
Chéri,prostitute
Chéri,mansion
Cinderella,duke
Cinderella,pumpkin
Cinderella,fairy tale
Cinderella,fairy godmother
Cinderella,dress
Cinderella Man,love
Cinderella Man,boxer
Cinderella Man,dream
Cinderella Man,great depression
Cinderella Man,boxing
Circle,pregnant
Circle,alien abduction
Circle,lesbian
Circle,debate
Circle,spaceship
Circumstance,closeted lesbian
Circumstance,islamophobia
Circumstance,propaganda
Circumstance,teenager
Circumstance,iranian
Cirque du Freak: The Vampire's Assistant,flyer
Cirque du Freak: The Vampire's Assistant,vampire
Cirque du Freak: The Vampire's Assistant,based on young adult novel
Cirque du Freak: The Vampire's Assistant,antidote
Cirque du Freak: The Vampire's Assistant,spider
Cirque du Soleil: Worlds Away,circus
Cirque du Soleil: Worlds Away,surrealism
Cirque du Soleil: Worlds Away,clown
Cirque du Soleil: Worlds Away,cirque du soleil
Cirque du Soleil: Worlds Away,aerialist
City Hall,mayor
City Hall,new york city
City Hall,scandal
City Hall,probation
City Hall,drug dealer
City Island,anger
City Island,hugging
City Island,family reunion
City Island,father son reunion
City Island,movie making
City by the Sea,police
City by the Sea,grandson
City by the Sea,new york city
City by the Sea,murder
City by the Sea,beach
City of Angels,doctor
City of Angels,angel
City of Angels,hospital
City of Angels,heart surgeon
City of Angels,fall
City of Ember,box
City of Ember,mayor
City of Ember,food
City of Ember,pipeworks
City of Ember,scientist
City of Ghosts,male bonding
City of Ghosts,buddhist temple
City of Ghosts,bag over head
City of Ghosts,loss of friend
City of Ghosts,nightclub
City of God,male frontal nudity
City of God,photographer
City of God,coming of age
City of God,slum
City of God,male nudity
City of Life and Death,atrocity
City of Life and Death,battle
City of Life and Death,horseback riding
City of Life and Death,martial arts
City of Life and Death,chinese
Civil Brand,title directed by female
Civil Brand,prison guard
Civil Brand,abuse of power
Civil Brand,prison
Civil Brand,friendship
Clash of the Titans,rape
Clash of the Titans,hand to hand combat
Clash of the Titans,kraken
Clash of the Titans,zeus
Clash of the Titans,famous line
Class of 1984,city
Class of 1984,sadism
Class of 1984,high school
Class of 1984,back to school
Class of 1984,teacher
Clay Pigeons,breasts
Clay Pigeons,widow
Clay Pigeons,serial killer
Clay Pigeons,vomiting
Clay Pigeons,small town
Clean,jail
Clean,money
Clean,singer
Clean,junkie
Clean,motel
Clear and Present Danger,colombian drug cartel
Clear and Present Danger,president
Clear and Present Danger,cia
Clear and Present Danger,colombia
Clear and Present Danger,drugs
Cleopatra,roman empire
Cleopatra,egypt
Cleopatra,epic
Cleopatra,cleopatra
Cleopatra,queen
Clerks,video
Clerks,friend
Clerks,hockey
Clerks,clerk
Clerks,video store
Clerks II,fast food restaurant
Clerks II,quick stop
Clerks II,new jersey
Clerks II,restaurant
Clerks II,fast food
Click,stopped time
Click,frozen time
Click,obese man
Click,architect
Click,remote control
Cliffhanger,rocky mountains
Cliffhanger,suitcase
Cliffhanger,mountain
Cliffhanger,snow
Cliffhanger,money
Clockstoppers,wristwatch
Clockstoppers,stopped time
Clockstoppers,watch
Clockstoppers,time freeze
Clockstoppers,frozen time
Clockwatchers,office politics
Clockwatchers,office
Clockwatchers,title directed by female
Clockwatchers,snobbery
Clockwatchers,photo booth
Close Encounters of the Third Kind,mothership
Close Encounters of the Third Kind,vision
Close Encounters of the Third Kind,alien
Close Encounters of the Third Kind,ufo
Close Encounters of the Third Kind,close encounter of the third kind
Close Range,niece
Close Range,flash drive
Close Range,sheriff
Close Range,corrupt sheriff
Close Range,drug cartel
Closer,hasselblad camera
Closer,film camera
Closer,medium format camera
