movie_title,genre
A History of Violence,Crime
A History of Violence,Drama
A Home at the End of the World,Romance
A Home at the End of the World,Drama
A Knight's Tale,Action
A Knight's Tale,Adventure
A Knight's Tale,Romance
A League of Their Own,Drama
A League of Their Own,Sport
A League of Their Own,Comedy
A Lego Brickumentary,Documentary
A Lonely Place to Die,Thriller
A Lonely Place to Die,Action
A Lonely Place to Die,Crime
A Lonely Place to Die,Adventure
A Lot Like Love,Comedy
A Lot Like Love,Drama
A Lot Like Love,Romance
A Low Down Dirty Shame,Action
A Low Down Dirty Shame,Crime
A Low Down Dirty Shame,Comedy
A Madea Christmas,Drama
A Madea Christmas,Comedy
A Man Apart,Action
A Man Apart,Drama
A Man Apart,Thriller
A Man Apart,Crime
A Man for All Seasons,Drama
A Man for All Seasons,History
A Man for All Seasons,Biography
A Mighty Heart,History
A Mighty Heart,Biography
A Mighty Heart,War
A Mighty Heart,Drama
A Mighty Heart,Thriller
A Mighty Wind,Music
A Mighty Wind,Comedy
A Million Ways to Die in the West,Comedy
A Million Ways to Die in the West,Western
A Monster in Paris,Animation
A Monster in Paris,Comedy
A Monster in Paris,Fantasy
A Monster in Paris,Music
A Monster in Paris,Romance
A Monster in Paris,Adventure
A Most Violent Year,Thriller
A Most Violent Year,Drama
A Most Violent Year,Action
A Most Violent Year,Crime
A Most Wanted Man,Crime
A Most Wanted Man,Thriller
A Most Wanted Man,Drama
A Night at the Roxbury,Comedy
A Night at the Roxbury,Romance
A Night at the Roxbury,Music
A Nightmare on Elm Street,Horror
A Nightmare on Elm Street 2: Freddy's Revenge,Fantasy
A Nightmare on Elm Street 2: Freddy's Revenge,Horror
A Nightmare on Elm Street 3: Dream Warriors,Fantasy
A Nightmare on Elm Street 3: Dream Warriors,Thriller
A Nightmare on Elm Street 3: Dream Warriors,Action
A Nightmare on Elm Street 3: Dream Warriors,Horror
A Nightmare on Elm Street 4: The Dream Master,Fantasy
A Nightmare on Elm Street 4: The Dream Master,Horror
A Nightmare on Elm Street 4: The Dream Master,Thriller
A Nightmare on Elm Street 5: The Dream Child,Fantasy
A Nightmare on Elm Street 5: The Dream Child,Thriller
A Nightmare on Elm Street 5: The Dream Child,Romance
A Nightmare on Elm Street 5: The Dream Child,Horror
A Passage to India,History
A Passage to India,Drama
A Passage to India,Adventure
A Perfect Getaway,Mystery
A Perfect Getaway,Thriller
A Perfect Getaway,Adventure
A Perfect Plan,Romance
A Perfect Plan,Comedy
A Plague So Pleasant,Horror
A Plague So Pleasant,Thriller
A Plague So Pleasant,Drama
A Prairie Home Companion,Comedy
A Prairie Home Companion,Music
A Prairie Home Companion,Drama
A Room for Romeo Brass,Comedy
A Room for Romeo Brass,Drama
A Room with a View,Drama
A Room with a View,Romance
A Scanner Darkly,Mystery
A Scanner Darkly,Sci-Fi
A Scanner Darkly,Animation
A Scanner Darkly,Drama
A Scanner Darkly,Thriller
A Separation,Drama
A Separation,Mystery
A Serious Man,Comedy
A Serious Man,Drama
A Shine of Rainbows,Drama
A Shine of Rainbows,Family
A Simple Plan,Drama
A Simple Plan,Crime
A Simple Plan,Thriller
A Simple Wish,Fantasy
A Simple Wish,Family
A Simple Wish,Comedy
A Single Man,Drama
A Single Man,Romance
A Sound of Thunder,Horror
A Sound of Thunder,Action
A Sound of Thunder,Thriller
A Sound of Thunder,Sci-Fi
A Sound of Thunder,Adventure
A Streetcar Named Desire,Drama
A Tale of Three Cities,Drama
A Thin Line Between Love and Hate,Romance
A Thin Line Between Love and Hate,Crime
A Thin Line Between Love and Hate,Comedy
A Thin Line Between Love and Hate,Thriller
A Thin Line Between Love and Hate,Drama
A Thousand Words,Drama
A Thousand Words,Comedy
A Time to Kill,Thriller
A Time to Kill,Crime
A Time to Kill,Drama
A Touch of Frost,Drama
A Touch of Frost,Crime
A Touch of Frost,Mystery
A True Story,Comedy
A Turtle's Tale: Sammy's Adventures,Adventure
A Turtle's Tale: Sammy's Adventures,Animation
A Turtle's Tale: Sammy's Adventures,Family
A Very Harold & Kumar 3D Christmas,Comedy
A Very Harold & Kumar 3D Christmas,Adventure
A Very Long Engagement,War
A Very Long Engagement,Mystery
A Very Long Engagement,Drama
A Very Long Engagement,Romance
A View to a Kill,Adventure
A View to a Kill,Thriller
A View to a Kill,Action
A Walk Among the Tombstones,Drama
A Walk Among the Tombstones,Crime
A Walk Among the Tombstones,Thriller
A Walk Among the Tombstones,Mystery
A Walk on the Moon,Drama
A Walk to Remember,Drama
A Walk to Remember,Romance
A Warrior's Tail,Fantasy
A Warrior's Tail,Adventure
A Warrior's Tail,Animation
"A Woman, a Gun and a Noodle Shop",Drama
"A Woman, a Gun and a Noodle Shop",Comedy
A.I. Artificial Intelligence,Sci-Fi
A.I. Artificial Intelligence,Adventure
A.I. Artificial Intelligence,Drama
ABCD (Any Body Can Dance),Drama
ABCD (Any Body Can Dance),Musical
ATL,Drama
ATL,Music
ATL,Crime
ATL,Comedy
ATL,Romance
AVP: Alien vs. Predator,Sci-Fi
AVP: Alien vs. Predator,Thriller
AVP: Alien vs. Predator,Action
AVP: Alien vs. Predator,Horror
AWOL-72,Thriller
Abandon,Thriller
Abandon,Drama
Abandon,Mystery
Abandon,Music
Abandon,Romance
Abandoned,Drama
Abduction,Action
Abduction,Mystery
Abduction,Thriller
Aberdeen,Drama
About Last Night,Comedy
About Last Night,Romance
About Schmidt,Drama
About Schmidt,Comedy
About Time,Fantasy
About Time,Drama
About Time,Romance
About a Boy,Drama
About a Boy,Comedy
About a Boy,Romance
Abraham Lincoln: Vampire Hunter,Horror
Abraham Lincoln: Vampire Hunter,Fantasy
Abraham Lincoln: Vampire Hunter,Action
Absentia,Mystery
Absentia,Horror
Absentia,Drama
Absolute Power,Action
Absolute Power,Thriller
Absolute Power,Crime
Absolute Power,Drama
Accidental Love,Comedy
Accidental Love,Romance
Ace Ventura: Pet Detective,Comedy
Ace Ventura: When Nature Calls,Adventure
Ace Ventura: When Nature Calls,Comedy
Across the Universe,Drama
Across the Universe,Fantasy
Across the Universe,Musical
Across the Universe,Romance
Act of Valor,Adventure
Act of Valor,Thriller
Act of Valor,Action
Act of Valor,War
Act of Valor,Drama
Action Jackson,Action
Action Jackson,Crime
Action Jackson,Thriller
Action Jackson,Comedy
Adam,Romance
Adam,Drama
Adam Resurrected,Drama
Adam Resurrected,War
Adaptation.,Comedy
Adaptation.,Drama
Addicted,Drama
Addicted,Thriller
Admission,Drama
Admission,Comedy
Admission,Romance
Adore,Drama
Adore,Romance
Adulterers,Drama
Adulterers,Crime
Adulterers,Thriller
Adventureland,Romance
Adventureland,Drama
Adventureland,Comedy
After,Horror
After,Mystery
After,Thriller
After,Fantasy
After Earth,Sci-Fi
After Earth,Action
After Earth,Adventure
After the Sunset,Crime
After the Sunset,Drama
After the Sunset,Action
After the Sunset,Comedy
After.Life,Mystery
After.Life,Horror
After.Life,Drama
After.Life,Thriller
Against the Ropes,Drama
Against the Ropes,Biography
Against the Ropes,Sport
Against the Ropes,Romance
Against the Wild,Family
Against the Wild,Adventure
Agent Cody Banks,Crime
Agent Cody Banks,Action
Agent Cody Banks,Romance
Agent Cody Banks,Adventure
Agent Cody Banks,Family
Agent Cody Banks,Thriller
Agent Cody Banks,Comedy
Agent Cody Banks 2: Destination London,Adventure
Agent Cody Banks 2: Destination London,Romance
Agent Cody Banks 2: Destination London,Sci-Fi
Agent Cody Banks 2: Destination London,Family
Agent Cody Banks 2: Destination London,Action
Agent Cody Banks 2: Destination London,Comedy
Agora,Drama
Agora,Adventure
Agora,History
Agora,Romance
Aimee & Jaguar,Romance
Aimee & Jaguar,Drama
Aimee & Jaguar,Biography
Aimee & Jaguar,War
Air Bud,Comedy
Air Bud,Drama
Air Bud,Family
Air Bud,Sport
Air Force One,Adventure
Air Force One,Thriller
Air Force One,Drama
Air Force One,Action
Airborne,Sport
Airborne,Comedy
Airborne,Adventure
Airlift,Thriller
Airlift,War
Airlift,Action
Airlift,History
Airlift,Drama
Airplane!,Comedy
Ajami,Drama
Ajami,Crime
Akeelah and the Bee,Drama
Akira,Action
Akira,Sci-Fi
Akira,Animation
Aladdin,Animation
Aladdin,Romance
Aladdin,Fantasy
Aladdin,Musical
Aladdin,Comedy
Aladdin,Adventure
Aladdin,Family
Albert Nobbs,Drama
Albino Alligator,Crime
Albino Alligator,Drama
Albino Alligator,Thriller
Alex & Emma,Romance
Alex & Emma,Comedy
Alex Cross,Crime
Alex Cross,Mystery
Alex Cross,Thriller
Alex Cross,Action
Alex Rider: Operation Stormbreaker,Adventure
Alex Rider: Operation Stormbreaker,Family
Alex Rider: Operation Stormbreaker,Thriller
Alex Rider: Operation Stormbreaker,Action
Alexander,History
Alexander,Action
Alexander,Romance
Alexander,Drama
Alexander,War
Alexander,Adventure
Alexander,Biography
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Family
Alexander's Ragtime Band,Drama
Alexander's Ragtime Band,Romance
Alexander's Ragtime Band,Musical
Alfie,Romance
Alfie,Comedy
Alfie,Drama
Ali,Sport
Ali,Drama
Ali,Biography
Alias Betty,Romance
Alias Betty,Comedy
Alias Betty,Thriller
Alias Betty,Drama
Alias Betty,Crime
Alice Through the Looking Glass,Fantasy
Alice Through the Looking Glass,Family
Alice Through the Looking Glass,Adventure
Alice in Wonderland,Adventure
Alice in Wonderland,Fantasy
Alice in Wonderland,Family
Alien,Horror
Alien,Sci-Fi
Alien 3,Action
Alien 3,Sci-Fi
Alien 3,Horror
Alien Uprising,Sci-Fi
Alien Uprising,Comedy
Alien Zone,Horror
Alien: Resurrection,Sci-Fi
Alien: Resurrection,Action
Alien: Resurrection,Horror
Aliens,Adventure
Aliens,Sci-Fi
Aliens,Action
Aliens in the Attic,Sci-Fi
Aliens in the Attic,Adventure
Aliens in the Attic,Comedy
Aliens in the Attic,Family
Aliens in the Attic,Fantasy
Aliens vs. Predator: Requiem,Sci-Fi
Aliens vs. Predator: Requiem,Horror
Aliens vs. Predator: Requiem,Action
Aliens vs. Predator: Requiem,Thriller
Alive,Adventure
Alive,Biography
Alive,Thriller
Alive,Drama
All About Steve,Romance
All About Steve,Comedy
All About the Benjamins,Comedy
All About the Benjamins,Thriller
All About the Benjamins,Action
All About the Benjamins,Crime
All Good Things,Thriller
All Good Things,Crime
All Good Things,Mystery
All Good Things,Drama
All Good Things,Romance
All Hat,Western
All Is Bright,Comedy
All Is Bright,Drama
All Is Lost,Drama
All Is Lost,Adventure
All Is Lost,Action
All Superheroes Must Die,Sci-Fi
All Superheroes Must Die,Thriller
All That Jazz,Drama
All That Jazz,Comedy
All That Jazz,Musical
All That Jazz,Music
All or Nothing,Drama
All the Boys Love Mandy Lane,Horror
All the King's Men,Thriller
All the King's Men,Drama
All the Pretty Horses,Romance
All the Pretty Horses,Drama
All the Pretty Horses,Western
All the Queen's Men,Action
All the Queen's Men,Drama
All the Queen's Men,War
All the Queen's Men,Comedy
All the Real Girls,Romance
All the Real Girls,Drama
Allegiant,Thriller
Allegiant,Action
Allegiant,Mystery
Allegiant,Adventure
Allegiant,Sci-Fi
Alleluia! The Devil's Carnival,Horror
Alleluia! The Devil's Carnival,Musical
Almost Famous,Music
Almost Famous,Comedy
Almost Famous,Drama
Almost Famous,Adventure
Aloft,Drama
Aloha,Romance
Aloha,Drama
Aloha,Comedy
Alone in the Dark,Sci-Fi
Alone in the Dark,Horror
Alone with Her,Crime
Alone with Her,Thriller
Alone with Her,Drama
Along Came Polly,Comedy
Along Came Polly,Romance
Along Came a Spider,Crime
Along Came a Spider,Thriller
Along Came a Spider,Drama
Along the Roadside,Music
Along the Roadside,Romance
Along the Roadside,Comedy
Alpha and Omega,Animation
Alpha and Omega,Family
Alpha and Omega,Romance
Alpha and Omega,Comedy
Alpha and Omega,Adventure
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Adventure
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Thriller
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Comedy
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Drama
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Family
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Fantasy
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Action
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Animation
Alvin and the Chipmunks,Music
Alvin and the Chipmunks,Fantasy
Alvin and the Chipmunks,Family
Alvin and the Chipmunks,Animation
Alvin and the Chipmunks,Comedy
Alvin and the Chipmunks: Chipwrecked,Fantasy
Alvin and the Chipmunks: Chipwrecked,Family
Alvin and the Chipmunks: Chipwrecked,Animation
Alvin and the Chipmunks: Chipwrecked,Music
Alvin and the Chipmunks: Chipwrecked,Comedy
Alvin and the Chipmunks: Chipwrecked,Adventure
Alvin and the Chipmunks: The Road Chip,Adventure
Alvin and the Chipmunks: The Road Chip,Family
Alvin and the Chipmunks: The Road Chip,Music
Alvin and the Chipmunks: The Road Chip,Animation
Alvin and the Chipmunks: The Road Chip,Comedy
Alvin and the Chipmunks: The Road Chip,Fantasy
Alvin and the Chipmunks: The Squeakquel,Animation
Alvin and the Chipmunks: The Squeakquel,Comedy
Alvin and the Chipmunks: The Squeakquel,Music
Alvin and the Chipmunks: The Squeakquel,Fantasy
Alvin and the Chipmunks: The Squeakquel,Family
Always Woodstock,Music
Always Woodstock,Romance
Always Woodstock,Comedy
Amadeus,Music
Amadeus,Drama
Amadeus,History
Amadeus,Biography
Amen.,War
Amen.,Crime
Amen.,Drama
Amen.,Biography
America Is Still the Place,History
America's Sweethearts,Comedy
America's Sweethearts,Romance
American Beauty,Drama
American Desi,Romance
American Desi,Comedy
American Desi,Drama
American Dreamz,Comedy
American Dreamz,Music
American Gangster,Crime
American Gangster,Drama
American Gangster,Biography
American Graffiti,Drama
American Graffiti,Music
American Graffiti,Comedy
American Heist,Action
American Heist,Thriller
American Heist,Drama
American Heist,Crime
American Hero,Sci-Fi
American Hero,Drama
American Hero,Comedy
American Hero,Action
American History X,Drama
American History X,Crime
American Hustle,Drama
American Hustle,Crime
American Ninja 2: The Confrontation,Action
American Ninja 2: The Confrontation,Drama
American Outlaws,Western
American Outlaws,Action
American Pie,Comedy
American Pie 2,Comedy
American Psycho,Crime
American Psycho,Drama
American Reunion,Comedy
American Sniper,Biography
American Sniper,History
American Sniper,Thriller
American Sniper,War
American Sniper,Drama
American Sniper,Action
American Splendor,Biography
American Splendor,Comedy
American Splendor,Drama
American Wedding,Comedy
American Wedding,Romance
Amidst the Devil's Wings,Action
Amidst the Devil's Wings,Drama
Amidst the Devil's Wings,Crime
Amigo,Drama
Amigo,War
Amistad,Drama
Amistad,History
Amnesiac,Thriller
Amnesiac,Horror
Amnesiac,Mystery
Amnesiac,Drama
Among Giants,Comedy
Among Giants,Romance
Amores Perros,Drama
Amores Perros,Thriller
Amour,Drama
Amour,Romance
Amélie,Comedy
Amélie,Romance
An Alan Smithee Film: Burn Hollywood Burn,Comedy
An American Carol,Fantasy
An American Carol,Comedy
An American Girl Holiday,Family
An American Girl Holiday,Drama
An American Haunting,Mystery
An American Haunting,Thriller
An American Haunting,Horror
An American in Hollywood,Drama
An Education,Drama
An Everlasting Piece,Comedy
An Ideal Husband,Comedy
An Ideal Husband,Romance
An Inconvenient Truth,Documentary
An Unfinished Life,Drama
Anaconda,Action
Anaconda,Adventure
Anaconda,Horror
Anaconda,Thriller
Anacondas: The Hunt for the Blood Orchid,Action
Anacondas: The Hunt for the Blood Orchid,Adventure
Anacondas: The Hunt for the Blood Orchid,Thriller
Anacondas: The Hunt for the Blood Orchid,Horror
Analyze That,Comedy
Analyze That,Crime
Analyze This,Crime
Analyze This,Comedy
Anastasia,Family
Anastasia,Adventure
Anastasia,Mystery
Anastasia,Musical
Anastasia,Drama
Anastasia,Fantasy
Anastasia,Romance
Anastasia,Animation
Anatomy,Thriller
Anatomy,Horror
Anchorman 2: The Legend Continues,Comedy
Anchorman: The Legend of Ron Burgundy,Comedy
And So It Goes,Comedy
And So It Goes,Romance
And So It Goes,Drama
And Then Came Love,Comedy
And Then Came Love,Romance
Anderson's Cross,Drama
Anderson's Cross,Comedy
Anderson's Cross,Romance
Angel Eyes,Drama
Angel Eyes,Romance
Angela's Ashes,Drama
Angels & Demons,Mystery
Angels & Demons,Thriller
Anger Management,Comedy
Anger Management,Romance
Animal House,Comedy
Animal Kingdom,Crime
Animal Kingdom,Drama
Animal Kingdom: Let's go Ape,Comedy
Animal Kingdom: Let's go Ape,Animation
Animal Kingdom: Let's go Ape,Adventure
Animal Kingdom: Let's go Ape,Family
Animals,Drama
Animals United,Family
Animals United,Comedy
Animals United,Animation
Anna Karenina,Drama
Anna Karenina,Romance
Anna and the King,History
Anna and the King,Romance
Anna and the King,Drama
Annabelle,Horror
Annabelle,Mystery
Anne of Green Gables,Drama
Anne of Green Gables,Family
Annie,Musical
Annie,Comedy
Annie,Drama
Annie,Family
Annie Get Your Gun,Biography
Annie Get Your Gun,Romance
Annie Get Your Gun,Musical
Annie Get Your Gun,Comedy
Annie Get Your Gun,Western
Annie Hall,Comedy
Annie Hall,Romance
Anomalisa,Animation
Anomalisa,Romance
Anomalisa,Drama
Anomalisa,Comedy
Anonymous,History
Anonymous,Drama
Anonymous,Thriller
Another Earth,Sci-Fi
Another Earth,Drama
Another Earth,Romance
Another Happy Day,Comedy
Another Happy Day,Drama
Another Year,Comedy
Another Year,Drama
Ant-Man,Comedy
Ant-Man,Adventure
Ant-Man,Action
Ant-Man,Sci-Fi
Antarctic Edge: 70° South,Documentary
Antarctic Edge: 70° South,Adventure
Antarctica: A Year on Ice,Biography
Antarctica: A Year on Ice,Drama
Antarctica: A Year on Ice,Documentary
Antarctica: A Year on Ice,Adventure
Antibirth,Horror
Antitrust,Thriller
Antitrust,Drama
Antitrust,Crime
Antitrust,Action
Antiviral,Sci-Fi
Antiviral,Horror
Antiviral,Thriller
Antwone Fisher,Biography
Antwone Fisher,Drama
Antz,Adventure
Antz,Family
Antz,Comedy
Antz,Animation
Any Given Sunday,Sport
Any Given Sunday,Drama
Anything Else,Romance
Anything Else,Comedy
Anywhere But Here,Drama
Anywhere But Here,Comedy
Apocalypse Now,Drama
Apocalypse Now,War
Apocalypto,Thriller
Apocalypto,Drama
Apocalypto,Action
Apocalypto,Adventure
Apollo 13,Drama
Apollo 13,History
Apollo 13,Adventure
Apollo 18,Sci-Fi
Apollo 18,Horror
Apollo 18,Thriller
Apollo 18,Mystery
Appaloosa,Western
Appaloosa,Drama
Appaloosa,Crime
April Fool's Day,Horror
April Fool's Day,Mystery
Aqua Teen Hunger Force Colon Movie Film for Theaters,Action
Aqua Teen Hunger Force Colon Movie Film for Theaters,Comedy
Aqua Teen Hunger Force Colon Movie Film for Theaters,Adventure
Aqua Teen Hunger Force Colon Movie Film for Theaters,Animation
Aqua Teen Hunger Force Colon Movie Film for Theaters,Fantasy
Aqua Teen Hunger Force Colon Movie Film for Theaters,Sci-Fi
Aquamarine,Fantasy
Aquamarine,Romance
Aquamarine,Comedy
Aquamarine,Family
Arachnophobia,Thriller
Arachnophobia,Comedy
Arachnophobia,Horror
Arachnophobia,Fantasy
Ararat,War
Ararat,Drama
Arbitrage,Thriller
Arbitrage,Drama
Archaeology of a Woman,Drama
Are We There Yet?,Adventure
Are We There Yet?,Romance
Are We There Yet?,Comedy
Are We There Yet?,Family
Area 51,Thriller
Area 51,Sci-Fi
Area 51,Horror
Argo,History
Argo,Thriller
Argo,Biography
Argo,Drama
Arlington Road,Drama
Arlington Road,Thriller
Arlington Road,Crime
Armageddon,Adventure
Armageddon,Sci-Fi
Armageddon,Action
Armageddon,Thriller
Armored,Thriller
Armored,Action
Armored,Crime
Army of Darkness,Fantasy
Army of Darkness,Horror
Army of Darkness,Comedy
Arn: The Knight Templar,Drama
Arn: The Knight Templar,Action
Arn: The Knight Templar,Adventure
Arn: The Knight Templar,Romance
Arn: The Knight Templar,War
Arnolds Park,Mystery
Arnolds Park,Thriller
Around the World in 80 Days,Comedy
Around the World in 80 Days,Action
Around the World in 80 Days,Adventure
Aroused,Documentary
Arthur,Family
Arthur,Animation
Arthur,Comedy
Arthur Christmas,Family
Arthur Christmas,Adventure
Arthur Christmas,Comedy
Arthur Christmas,Fantasy
Arthur Christmas,Animation
Arthur and the Invisibles,Adventure
Arthur and the Invisibles,Fantasy
Arthur and the Invisibles,Animation
Arthur and the Invisibles,Family
"As Above, So Below",Horror
"As Above, So Below",Thriller
